"title_data","paper_id","source","type","year","author1_data","keyword"
"Combining Physics, Statistics and Heuristics in the Decline Curve Analysis of Large Datasets in Unconventional Reservoirs","          185589-MS ","          SPE ","          Conference Paper",2017,"Holanda, Rafael Wanderley de, Texas A&M University","'machine+learning'AND'production'"
"Power Cost Optimization Using Data Analytics-Based Load Forecasting in Upstream O&G Operations","          183722-MS ","          SPE ","          Conference Paper",2017,"Hughes, Justin T., GE Oil & Gas","'machine+learning'AND'production'"
"Taking a Different Approach to Drilling Data Aggregation to Improve Drilling Performance","          184741-MS ","          SPE ","          Conference Paper",2017,"Behounek, Michael, Apache Corp.","'machine+learning'AND'production'"
"A Holistic Approach to EOR Screening in Dual-Porosity Naturally Fractured Reservoirs","          174577-MS ","          SPE ","          Conference Paper",2015,"Moreno, Jaime E., Schlumberger","'machine+learning'AND'production'"
"Petrophysical Well Log Analysis through Intelligent Methods","          185922-MS ","          SPE ","          Conference Paper",2017,"Moghadasi, Leili, Politecnico di Milano","'machine+learning'AND'production'"
"In-Situ Estimation of Relative Permeability and Capillary Pressure from the Joint Inversion of Array Resistivity and Formation Test Data","          187193-MS ","          SPE ","          Conference Paper",2017,"Liang, Lin, Schlumberger","'machine+learning'AND'production'"
"Improved Oil Recovery Estimation with Data Analytic Methods: A Workflow for Open Data Analysis","          185740-MS ","          SPE ","          Conference Paper",2017,"Kronkosky, Chad E., CEK Engineering LLC, Texas Tech University","'machine+learning'AND'production'"
"Clustering-Based Optimal Perforation Design Using Well Logs","          177282-MS ","          SPE ","          Conference Paper",2015,"Popa, A., Chevron","'machine+learning'AND'production'"
"Maximizing Tight Gas Recovery through a New Hydraulic Fracture Optimization Model","          148205-MS ","          SPE ","          Conference Paper",2011,"Rahman, M. Motiur, Petroleum Institute","'machine+learning'AND'production'"
"Effect of Sampling Strategies on Prediction Uncertainty Estimation","          106229-MS ","          SPE ","          Conference Paper",2007,"Erbas, Demet, BP Exploration","'machine+learning'AND'production'"
"Selection of Infill Drilling Locations Using Customized Type Curves","          122186-MS ","          SPE ","          Conference Paper",2009,"Al-Kinani, Andreas, Schlumberger","'machine+learning'AND'production'"
"A New Approach to Develop Petroleum Engineering Software","          36000-MS ","          SPE ","          Conference Paper",1996,"Xiong, Hongjie, S. A. Holditch & Associates Inc.","'machine+learning'AND'production'"
"Low-Dimensional Tensor Representations for the Estimation of Petrophysical Reservoir Parameters","          182707-MS ","          SPE ","          Conference Paper",2017,"Insuasty, E., Eindhoven University of Technology","'machine+learning'AND'production'"
"Fast Track Analysis of Shale Numerical Models","          162699-MS ","          SPE ","          Conference Paper",2012,"Kalantari Dahaghi, Amirmasoud, West Virginia University","'machine+learning'AND'production'"
"Introducing a Big Data System for Maintaining Well Data Quality and Integrity in a World of Heterogeneous Environment","          188082-MS ","          SPE ","          Conference Paper",2017,"Bin Mahfoodh, Abdulelah, Saudi Aramco","'machine+learning'AND'production'"
"Benchmarking Unconventional Well Performance Predictions","          152489-MS ","          SPE ","          Conference Paper",2012,"Van Den Bosch, Rainer H., ExxonMobil","'machine+learning'AND'production'"
"Hybrid Optimization coupling EnKF and Evolutionary Algorithms for History Matching: A Case Example","          121965-MS ","          SPE ","          Conference Paper",2009,"Schulze-Riegert, Ralf Wolfgang, SPT Group","'machine+learning'AND'production'"
"Application of Global Optimization Techniques for Model Validation and Prediction Scenarios of a North African Oil Field","          100193-MS ","          SPE ","          Conference Paper",2006,"Schulze-Riegert, Ralf Wolfgang, Scandpower GmbH","'machine+learning'AND'production'"
"Uncertainty Quantification of Forecasted Oil Recovery using Dynamic Model Ranking with Application to a ME Carbonate Reservoir","          17476-MS ","          IPTC ","          Conference Paper",2014,"Singh, A. P., Halliburton","'machine+learning'AND'production'"
"Intelligent Interfaces for Fracturing Simulators: Part II-System Implementation and Application","          28521-MS ","          SPE ","          Conference Paper",1994,"Xiong, Hongjie,","'machine+learning'AND'production'"
"A System for Continuous Reservoir Simulation Model Updating and Forecasting","          107566-MS ","          SPE ","          Conference Paper",2007,"Holmes, Jay,","'machine+learning'AND'production'"
"Field-Scale Evaluation of Re-injecting the Associated Gas to Enhance the Recovery of Oil Through the GAGD Process: A Prospective Pilot Project in A Southern Iraqi Oil Field","          190355-MS ","          SPE ","          Conference Paper",2018,"Al-Mudhafar, Watheq J., Louisiana State University & Basrah Oil Company","'machine+learning'AND'production'"
"Comparison of Stochastic Sampling Algorithms for Uncertainty Quantification","          119139-MS ","          SPE ","          Conference Paper",2009,"Mohamed, Lina, Heriot Watt University","'machine+learning'AND'production'"
"Event Targeting Model Calibration Used for History Matching Large Simulation Cases","          106044-MS ","          SPE ","          Conference Paper",2007,"Schulze-Riegert, Ralf Wolfgang, Scandpower GmbH","'machine+learning'AND'production'"
"Qualifying Diversion in Multi Clusters Horizontal Well Hydraulic Fracturing in Haynesville Shale Using Water Hammer Analysis, Step-Down Test and Microseismic Data","          189850-MS ","          SPE ","          Conference Paper",2018,"Panjaitan, M. L, Schlumberger","'machine+learning'AND'production'"
"Improved Permeability Prediction From Seismic and Log Data using Artificial Intelligence Techniques","          164465-MS ","          SPE ","          Conference Paper",2013,"Anifowose, Fatai A., King Fahd University of Petr. & Min.","'machine+learning'AND'production'"
"Fully Stochastic Screening and Ranking on Entire Reservoir Portfolios - A Case Study for Candidate Recognition for Waterflood Implementation (Russian)","          136373-RU ","          SPE ","          Conference Paper",2010,"Graf, Thomas, Schlumberger","'machine+learning'AND'production'"
"Unlocking Fast Reservoir Predictions via Nonintrusive Reduced-Order Models","          163584-MS ","          SPE ","          Conference Paper",2013,"Klie, Hector, ConocoPhilips","'machine+learning'AND'production'"
"Optimal Positioning of Submarine Manifolds Through Genetic Algorithms","          I-16-453 ","          ISOPE ","          Conference Paper",2016,"Castiñeira, Paula Panaro, COPPE/UFRJ","'machine+learning'AND'production'"
"DCA-Based Application for Integrated Asset Management","          28308-MS ","          OTC ","          Conference Paper",2018,"Aulia, Akmal, Carigali Hess Operating Company Sdn Bhd","'machine+learning'AND'production'"
"Use of Advanced Optimization Techniques to Manage a Complex Drilling Schedule","          110805-MS ","          SPE ","          Conference Paper",2007,"Irgens, Morten,","'machine+learning'AND'production'"
"Control of Hydraulic-Fracturing-Induced Formation Damage by Optimizing Treatments With Constraints","          73754-MS ","          SPE ","          Conference Paper",2002,"Rahman, M.M., University of New South Wales","'machine+learning'AND'production'"
"Reservoir to Surface: An Effective Combination to Unlock Oil Reserves From Aging Reservoirs","          131990-MS ","          SPE ","          Conference Paper",2010,"Moreno, J., Schlumberger","'machine+learning'AND'production'"
"Application of Particle Swarms for History Matching in the Brugge Reservoir","          135264-MS ","          SPE ","          Conference Paper",2010,"Mohamed, Lina, Heriot Watt University","'machine+learning'AND'production'"
"Novel Methods for Asset Integrity Management in a Low Oil-Price Environment","          27076-MS ","          OTC ","          Conference Paper",2016,"Rosen, Jeremy, AMOG Consulting","'machine+learning'AND'production'"
"Study of Various Water Alternating Gas Injection Methods in 4- and 5-Spot Injection Patterns in an Iranian Fractured Reservoir","          132847-MS ","          SPE ","          Conference Paper",2010,"Darvishnezhad, Mohammad Javad, Islamic Azad University","'machine+learning'AND'production'"
"A Novel Approach for Breakout Zone Identification in Tight Gas Shale","          143072-MS ","          SPE ","          Conference Paper",2011,"Soroush, Hamed, Weatherford","'machine+learning'AND'production'"
"Prior Model Identification with Sparsity-Promoting History Matching","          163652-MS ","          SPE ","          Conference Paper",2013,"M. Khaninezhad, Mohammadreza, University of Southern California","'machine+learning'AND'production'"
"Demonstration of Proof of Concept of Electromagnetic Geophysical Methods for High Resolution Illumination of Induced Fracture Networks","          189858-MS ","          SPE ","          Conference Paper",2018,"Ahmadian, Mohsen, Advanced Energy Consortium","'machine+learning'AND'production'"
"A Parallel GA-EDA Hybrid Algorithm for History-Matching","          153750-MS ","          SPE ","          Conference Paper",2012,"Abdollahzadeh, Asaad, Heriot-Watt U.","'machine+learning'AND'production'"
"Dynamic Penalty Function Evolution Algorithms for History Matching of Oil and Gas Reservoir Models","          163372-MS ","          SPE ","          Conference Paper",2012,"Abdelkhalik, Ossama, Michigan Tech University","'machine+learning'AND'production'"
"Robust Well Cost Estimation Using Support Vector Machine Model","          106577-MS ","          SPE ","          Conference Paper",2007,"Buddharaju, Pradeep, University of Houston","'machine+learning'AND'production'"
